"","covar","post.mean","sd","scaled.post.mean"
"1","dist2",-0.219956966260984,16.4852420403654,-3.6260438272768
"2","Hectads_shared",0.000637765213932184,673.030510677641,0.429235447625213
"3","Genus.Size",0.00805905710992504,29.8891385767266,0.240878274756303
