"","covar","post.mean","sd","scaled.post.mean"
"1","dist2",-59.1824521963233,0.0894637663738017,-5.29468507672055
"2","Hectads_shared",0.000684895276596819,673.030510677641,0.460955417768662
"3","Genus.Size",-0.00120251163574382,29.8891385767266,-0.0359420369208733
